*Action(SiteID=US|Country=US|Currency=USD|Version=1193|CC=UTF-8),CustomLabel,*Category,StoreCategory,*Title,Subtitle,Relationship,RelationshipDetails,ScheduleTime,*ConditionID,CD:Professional Grader - (ID: 27501),CD:Grade - (ID: 27502),CDA:Certification Number - (ID: 27503),CD:Card Condition - (ID: 40001),*C:Sport,C:Player/Athlete,C:Manufacturer,C:Season,C:Parallel/Variety,C:Features,C:Set,C:Team,C:League,C:Autographed,C:Card Name,C:Card Number,C:Type,C:Year Manufactured,C:Signed By,C:Autograph Authentication,C:Card Size,C:Country of Origin,C:Material,C:Autograph Format,C:Vintage,C:Event/Tournament,C:Language,C:Original/Licensed Reprint,C:Autograph Authentication Number,C:California Prop 65 Warning,C:Card Thickness,C:Customized,C:Insert Set,C:Print Run,PicURL,GalleryType,VideoID,*Description,*Format,*Duration,*StartPrice,BuyItNowPrice,BestOfferEnabled,BestOfferAutoAcceptPrice,MinimumBestOfferPrice,*Quantity,ImmediatePayRequired,*Location,ShippingType,ShippingService-1:Option,ShippingService-1:Cost,ShippingService-2:Option,ShippingService-2:Cost,*DispatchTimeMax,PromotionalShippingDiscount,ShippingDiscountProfileID,*ReturnsAcceptedOption,ReturnsWithinOption,RefundOption,ShippingCostPaidByOption,AdditionalDetails,ShippingProfileName,ReturnProfileName,PaymentProfileName,ProductCompliancePolicyID,Regional ProductCompliancePolicies,Product Safety Pictograms,Product Safety Statements,Product Safety Component,Regulatory Document Ids,Manufacturer Name,Manufacturer AddressLine1,Manufacturer AddressLine2,Manufacturer City,Manufacturer Country,Manufacturer PostalCode,Manufacturer StateOrProvince,Manufacturer Phone,Manufacturer Email,Manufacturer ContactURL,Responsible Person 1,Responsible Person 1 Type,Responsible Person 1 AddressLine1,Responsible Person 1 AddressLine2,Responsible Person 1 City,Responsible Person 1 Country,Responsible Person 1 PostalCode,Responsible Person 1 StateOrProvince,Responsible Person 1 Phone,Responsible Person 1 Email,Responsible Person 1 ContactURL
Add,DX2-B58-59-c11,261328,,Rafael Devers 2026 Topps Tribute #59,,,,,4000,,,,400011,Baseball,Rafael Devers,Topps,2026,,,2026 Topps Tribute,San Francisco Giants,Major League Baseball (MLB),No,Rafael Devers,59,Sports Trading Card,2026,,,Standard,,Card Stock,,No,,English,Original,,,,,,,https://raw.githubusercontent.com/twwhita-tech/dx2-img-a4f19c7e/main/b58/DX2-B58-59-c11-front.jpg|https://raw.githubusercontent.com/twwhita-tech/dx2-img-a4f19c7e/main/b58/DX2-B58-59-c11-back.jpg,,,"<p>The product is a 2026 Topps Tribute baseball trading card featuring Rafael Devers of the San Francisco Giants. This is a base card. With English language text and manufactured by Topps, this collectible piece is a must-have for fans and collectors alike.</p><p>Condition: Please review all scans and photos carefully before purchasing. We are not professional graders and encourage you to ask any questions prior to bidding. All sales are final.</p><p>Shipping: Cards under $20 that can be done so safely will be shipped via Ebay Standard Envelope. This service has longer delivery times (up to 3 weeks in some cases) and very limited tracking. Cards over $20 or cards that cannot be safely shipped via  ESE (Including, but not limited to: relic cards, lots, and other thick cards) will be sent in a bubble mailer or box for $6.50 (with new USPS fuel surcharge) with tracking included. Signature confirmation may be required on cards over $100 at our expense.</p><p>If you have any questions about shipping options, reach out before auction close or within 24 hours of your order and we&#x27;ll be happy to accommodate.</p><p>Payment: Payment is due within 4 days of auction close. Unpaid orders will be canceled and relisted.</p>",FixedPrice,GTC,5.00,,0,,,1,,"St. George, Utah",,,,,,1,,,ReturnsNotAccepted,,,,,Surcharge Over $20,Return Policy,eBay Managed Payments (250140748026),,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,DX2-B58-13-c12,261328,,Jhostynxon Garcia 2026 Topps Tribute #13 RC,,,,,4000,,,,400011,Baseball,Jhostynxon Garcia,Topps,2026,,,2026 Topps Tribute,Pittsburgh Pirates,Major League Baseball (MLB),No,Jhostynxon Garcia,13,Sports Trading Card,2026,,,Standard,,Card Stock,,No,,English,Original,,,,,,,https://raw.githubusercontent.com/twwhita-tech/dx2-img-a4f19c7e/main/b58/DX2-B58-13-c12-front.jpg|https://raw.githubusercontent.com/twwhita-tech/dx2-img-a4f19c7e/main/b58/DX2-B58-13-c12-back.jpg,,,"<p>The product is a 2026 Topps Tribute baseball trading card featuring Jhostynxon Garcia of the Pittsburgh Pirates. This is a base card. With English language text and manufactured by Topps, this collectible piece is a must-have for fans and collectors alike.</p><p>Condition: Please review all scans and photos carefully before purchasing. We are not professional graders and encourage you to ask any questions prior to bidding. All sales are final.</p><p>Shipping: Cards under $20 that can be done so safely will be shipped via Ebay Standard Envelope. This service has longer delivery times (up to 3 weeks in some cases) and very limited tracking. Cards over $20 or cards that cannot be safely shipped via  ESE (Including, but not limited to: relic cards, lots, and other thick cards) will be sent in a bubble mailer or box for $6.50 (with new USPS fuel surcharge) with tracking included. Signature confirmation may be required on cards over $100 at our expense.</p><p>If you have any questions about shipping options, reach out before auction close or within 24 hours of your order and we&#x27;ll be happy to accommodate.</p><p>Payment: Payment is due within 4 days of auction close. Unpaid orders will be canceled and relisted.</p>",FixedPrice,GTC,5.25,,0,,,1,,"St. George, Utah",,,,,,1,,,ReturnsNotAccepted,,,,,Surcharge Over $20,Return Policy,eBay Managed Payments (250140748026),,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,DX2-B58-3-c13,261328,,Babe Ruth 2026 Topps Tribute #3,,,,,4000,,,,400011,Baseball,Babe Ruth,Topps,2026,,,2026 Topps Tribute,New York Yankees,Major League Baseball (MLB),No,Babe Ruth,3,Sports Trading Card,2026,,,Standard,,Card Stock,,No,,English,Original,,,,,,,https://raw.githubusercontent.com/twwhita-tech/dx2-img-a4f19c7e/main/b58/DX2-B58-3-c13-front.jpg|https://raw.githubusercontent.com/twwhita-tech/dx2-img-a4f19c7e/main/b58/DX2-B58-3-c13-back.jpg,,,"<p>The product is a 2026 Topps Tribute baseball trading card featuring Babe Ruth of the New York Yankees. This is a base card. With English language text and manufactured by Topps, this collectible piece is a must-have for fans and collectors alike.</p><p>Condition: Please review all scans and photos carefully before purchasing. We are not professional graders and encourage you to ask any questions prior to bidding. All sales are final.</p><p>Shipping: Cards under $20 that can be done so safely will be shipped via Ebay Standard Envelope. This service has longer delivery times (up to 3 weeks in some cases) and very limited tracking. Cards over $20 or cards that cannot be safely shipped via  ESE (Including, but not limited to: relic cards, lots, and other thick cards) will be sent in a bubble mailer or box for $6.50 (with new USPS fuel surcharge) with tracking included. Signature confirmation may be required on cards over $100 at our expense.</p><p>If you have any questions about shipping options, reach out before auction close or within 24 hours of your order and we&#x27;ll be happy to accommodate.</p><p>Payment: Payment is due within 4 days of auction close. Unpaid orders will be canceled and relisted.</p>",FixedPrice,GTC,5.24,,0,,,1,,"St. George, Utah",,,,,,1,,,ReturnsNotAccepted,,,,,Surcharge Over $20,Return Policy,eBay Managed Payments (250140748026),,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,DX2-B58-3-c14,261328,,Babe Ruth 2026 Topps Tribute #3,,,,,4000,,,,400011,Baseball,Babe Ruth,Topps,2026,,,2026 Topps Tribute,New York Yankees,Major League Baseball (MLB),No,Babe Ruth,3,Sports Trading Card,2026,,,Standard,,Card Stock,,No,,English,Original,,,,,,,https://raw.githubusercontent.com/twwhita-tech/dx2-img-a4f19c7e/main/b58/DX2-B58-3-c14-front.jpg|https://raw.githubusercontent.com/twwhita-tech/dx2-img-a4f19c7e/main/b58/DX2-B58-3-c14-back.jpg,,,"<p>The product is a 2026 Topps Tribute baseball trading card featuring Babe Ruth of the New York Yankees. This is a base card. With English language text and manufactured by Topps, this collectible piece is a must-have for fans and collectors alike.</p><p>Condition: Please review all scans and photos carefully before purchasing. We are not professional graders and encourage you to ask any questions prior to bidding. All sales are final.</p><p>Shipping: Cards under $20 that can be done so safely will be shipped via Ebay Standard Envelope. This service has longer delivery times (up to 3 weeks in some cases) and very limited tracking. Cards over $20 or cards that cannot be safely shipped via  ESE (Including, but not limited to: relic cards, lots, and other thick cards) will be sent in a bubble mailer or box for $6.50 (with new USPS fuel surcharge) with tracking included. Signature confirmation may be required on cards over $100 at our expense.</p><p>If you have any questions about shipping options, reach out before auction close or within 24 hours of your order and we&#x27;ll be happy to accommodate.</p><p>Payment: Payment is due within 4 days of auction close. Unpaid orders will be canceled and relisted.</p>",FixedPrice,GTC,5.24,,0,,,1,,"St. George, Utah",,,,,,1,,,ReturnsNotAccepted,,,,,Surcharge Over $20,Return Policy,eBay Managed Payments (250140748026),,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,DX2-B58-64-c15,261328,,Jac Caglianone 2026 Topps Tribute #64 RC,,,,,4000,,,,400011,Baseball,Jac Caglianone,Topps,2026,,,2026 Topps Tribute,Kansas City Royals,Major League Baseball (MLB),No,Jac Caglianone,64,Sports Trading Card,2026,,,Standard,,Card Stock,,No,,English,Original,,,,,,,https://raw.githubusercontent.com/twwhita-tech/dx2-img-a4f19c7e/main/b58/DX2-B58-64-c15-front.jpg|https://raw.githubusercontent.com/twwhita-tech/dx2-img-a4f19c7e/main/b58/DX2-B58-64-c15-back.jpg,,,"<p>The product is a 2026 Topps Tribute baseball trading card featuring Jac Caglianone of the Kansas City Royals. This is a base card. With English language text and manufactured by Topps, this collectible piece is a must-have for fans and collectors alike.</p><p>Condition: Please review all scans and photos carefully before purchasing. We are not professional graders and encourage you to ask any questions prior to bidding. All sales are final.</p><p>Shipping: Cards under $20 that can be done so safely will be shipped via Ebay Standard Envelope. This service has longer delivery times (up to 3 weeks in some cases) and very limited tracking. Cards over $20 or cards that cannot be safely shipped via  ESE (Including, but not limited to: relic cards, lots, and other thick cards) will be sent in a bubble mailer or box for $6.50 (with new USPS fuel surcharge) with tracking included. Signature confirmation may be required on cards over $100 at our expense.</p><p>If you have any questions about shipping options, reach out before auction close or within 24 hours of your order and we&#x27;ll be happy to accommodate.</p><p>Payment: Payment is due within 4 days of auction close. Unpaid orders will be canceled and relisted.</p>",FixedPrice,GTC,5.00,,0,,,1,,"St. George, Utah",,,,,,1,,,ReturnsNotAccepted,,,,,Surcharge Over $20,Return Policy,eBay Managed Payments (250140748026),,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,DX2-B58-64-c16,261328,,Jac Caglianone 2026 Topps Tribute #64 RC,,,,,4000,,,,400011,Baseball,Jac Caglianone,Topps,2026,,,2026 Topps Tribute,Kansas City Royals,Major League Baseball (MLB),No,Jac Caglianone,64,Sports Trading Card,2026,,,Standard,,Card Stock,,No,,English,Original,,,,,,,https://raw.githubusercontent.com/twwhita-tech/dx2-img-a4f19c7e/main/b58/DX2-B58-64-c16-front.jpg|https://raw.githubusercontent.com/twwhita-tech/dx2-img-a4f19c7e/main/b58/DX2-B58-64-c16-back.jpg,,,"<p>The product is a 2026 Topps Tribute baseball trading card featuring Jac Caglianone of the Kansas City Royals. This is a base card. With English language text and manufactured by Topps, this collectible piece is a must-have for fans and collectors alike.</p><p>Condition: Please review all scans and photos carefully before purchasing. We are not professional graders and encourage you to ask any questions prior to bidding. All sales are final.</p><p>Shipping: Cards under $20 that can be done so safely will be shipped via Ebay Standard Envelope. This service has longer delivery times (up to 3 weeks in some cases) and very limited tracking. Cards over $20 or cards that cannot be safely shipped via  ESE (Including, but not limited to: relic cards, lots, and other thick cards) will be sent in a bubble mailer or box for $6.50 (with new USPS fuel surcharge) with tracking included. Signature confirmation may be required on cards over $100 at our expense.</p><p>If you have any questions about shipping options, reach out before auction close or within 24 hours of your order and we&#x27;ll be happy to accommodate.</p><p>Payment: Payment is due within 4 days of auction close. Unpaid orders will be canceled and relisted.</p>",FixedPrice,GTC,5.00,,0,,,1,,"St. George, Utah",,,,,,1,,,ReturnsNotAccepted,,,,,Surcharge Over $20,Return Policy,eBay Managed Payments (250140748026),,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,DX2-B58-94-c17,261328,,Jacob Misiorowski 2026 Topps Tribute #94 RC,,,,,4000,,,,400011,Baseball,Jacob Misiorowski,Topps,2026,,,2026 Topps Tribute,Milwaukee Brewers,Major League Baseball (MLB),No,Jacob Misiorowski,94,Sports Trading Card,2026,,,Standard,,Card Stock,,No,,English,Original,,,,,,,https://raw.githubusercontent.com/twwhita-tech/dx2-img-a4f19c7e/main/b58/DX2-B58-94-c17-front.jpg|https://raw.githubusercontent.com/twwhita-tech/dx2-img-a4f19c7e/main/b58/DX2-B58-94-c17-back.jpg,,,"<p>The product is a 2026 Topps Tribute baseball trading card featuring Jacob Misiorowski of the Milwaukee Brewers. This is a base card. With English language text and manufactured by Topps, this collectible piece is a must-have for fans and collectors alike.</p><p>Condition: Please review all scans and photos carefully before purchasing. We are not professional graders and encourage you to ask any questions prior to bidding. All sales are final.</p><p>Shipping: Cards under $20 that can be done so safely will be shipped via Ebay Standard Envelope. This service has longer delivery times (up to 3 weeks in some cases) and very limited tracking. Cards over $20 or cards that cannot be safely shipped via  ESE (Including, but not limited to: relic cards, lots, and other thick cards) will be sent in a bubble mailer or box for $6.50 (with new USPS fuel surcharge) with tracking included. Signature confirmation may be required on cards over $100 at our expense.</p><p>If you have any questions about shipping options, reach out before auction close or within 24 hours of your order and we&#x27;ll be happy to accommodate.</p><p>Payment: Payment is due within 4 days of auction close. Unpaid orders will be canceled and relisted.</p>",FixedPrice,GTC,14.49,,0,,,1,,"St. George, Utah",,,,,,1,,,ReturnsNotAccepted,,,,,Surcharge Over $20,Return Policy,eBay Managed Payments (250140748026),,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,DX2-B58-81-c18,261328,,Bobby Witt Jr. 2026 Topps Tribute #81,,,,,4000,,,,400011,Baseball,Bobby Witt Jr.,Topps,2026,,,2026 Topps Tribute,Kansas City Royals,Major League Baseball (MLB),No,Bobby Witt Jr.,81,Sports Trading Card,2026,,,Standard,,Card Stock,,No,,English,Original,,,,,,,https://raw.githubusercontent.com/twwhita-tech/dx2-img-a4f19c7e/main/b58/DX2-B58-81-c18-front.jpg|https://raw.githubusercontent.com/twwhita-tech/dx2-img-a4f19c7e/main/b58/DX2-B58-81-c18-back.jpg,,,"<p>The product is a 2026 Topps Tribute baseball trading card featuring Bobby Witt Jr. of the Kansas City Royals. This is a base card. With English language text and manufactured by Topps, this collectible piece is a must-have for fans and collectors alike.</p><p>Condition: Please review all scans and photos carefully before purchasing. We are not professional graders and encourage you to ask any questions prior to bidding. All sales are final.</p><p>Shipping: Cards under $20 that can be done so safely will be shipped via Ebay Standard Envelope. This service has longer delivery times (up to 3 weeks in some cases) and very limited tracking. Cards over $20 or cards that cannot be safely shipped via  ESE (Including, but not limited to: relic cards, lots, and other thick cards) will be sent in a bubble mailer or box for $6.50 (with new USPS fuel surcharge) with tracking included. Signature confirmation may be required on cards over $100 at our expense.</p><p>If you have any questions about shipping options, reach out before auction close or within 24 hours of your order and we&#x27;ll be happy to accommodate.</p><p>Payment: Payment is due within 4 days of auction close. Unpaid orders will be canceled and relisted.</p>",FixedPrice,GTC,7.34,,0,,,1,,"St. George, Utah",,,,,,1,,,ReturnsNotAccepted,,,,,Surcharge Over $20,Return Policy,eBay Managed Payments (250140748026),,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,DX2-B58-6-c19,261328,,Dylan Beavers 2026 Topps Tribute #6 RC,,,,,4000,,,,400011,Baseball,Dylan Beavers,Topps,2026,,,2026 Topps Tribute,Baltimore Orioles,Major League Baseball (MLB),No,Dylan Beavers,6,Sports Trading Card,2026,,,Standard,,Card Stock,,No,,English,Original,,,,,,,https://raw.githubusercontent.com/twwhita-tech/dx2-img-a4f19c7e/main/b58/DX2-B58-6-c19-front.jpg|https://raw.githubusercontent.com/twwhita-tech/dx2-img-a4f19c7e/main/b58/DX2-B58-6-c19-back.jpg,,,"<p>The product is a 2026 Topps Tribute baseball trading card featuring Dylan Beavers of the Baltimore Orioles. This is a base card. With English language text and manufactured by Topps, this collectible piece is a must-have for fans and collectors alike.</p><p>Condition: Please review all scans and photos carefully before purchasing. We are not professional graders and encourage you to ask any questions prior to bidding. All sales are final.</p><p>Shipping: Cards under $20 that can be done so safely will be shipped via Ebay Standard Envelope. This service has longer delivery times (up to 3 weeks in some cases) and very limited tracking. Cards over $20 or cards that cannot be safely shipped via  ESE (Including, but not limited to: relic cards, lots, and other thick cards) will be sent in a bubble mailer or box for $6.50 (with new USPS fuel surcharge) with tracking included. Signature confirmation may be required on cards over $100 at our expense.</p><p>If you have any questions about shipping options, reach out before auction close or within 24 hours of your order and we&#x27;ll be happy to accommodate.</p><p>Payment: Payment is due within 4 days of auction close. Unpaid orders will be canceled and relisted.</p>",FixedPrice,GTC,5.00,,0,,,1,,"St. George, Utah",,,,,,1,,,ReturnsNotAccepted,,,,,Surcharge Over $20,Return Policy,eBay Managed Payments (250140748026),,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,DX2-B58-85-c20,261328,,Kyle Teel 2026 Topps Tribute #85 RC,,,,,4000,,,,400011,Baseball,Kyle Teel,Topps,2026,,,2026 Topps Tribute,Chicago White Sox,Major League Baseball (MLB),No,Kyle Teel,85,Sports Trading Card,2026,,,Standard,,Card Stock,,No,,English,Original,,,,,,,https://raw.githubusercontent.com/twwhita-tech/dx2-img-a4f19c7e/main/b58/DX2-B58-85-c20-front.jpg|https://raw.githubusercontent.com/twwhita-tech/dx2-img-a4f19c7e/main/b58/DX2-B58-85-c20-back.jpg,,,"<p>The product is a 2026 Topps Tribute baseball trading card featuring Kyle Teel of the Chicago White Sox. This is a base card. With English language text and manufactured by Topps, this collectible piece is a must-have for fans and collectors alike.</p><p>Condition: Please review all scans and photos carefully before purchasing. We are not professional graders and encourage you to ask any questions prior to bidding. All sales are final.</p><p>Shipping: Cards under $20 that can be done so safely will be shipped via Ebay Standard Envelope. This service has longer delivery times (up to 3 weeks in some cases) and very limited tracking. Cards over $20 or cards that cannot be safely shipped via  ESE (Including, but not limited to: relic cards, lots, and other thick cards) will be sent in a bubble mailer or box for $6.50 (with new USPS fuel surcharge) with tracking included. Signature confirmation may be required on cards over $100 at our expense.</p><p>If you have any questions about shipping options, reach out before auction close or within 24 hours of your order and we&#x27;ll be happy to accommodate.</p><p>Payment: Payment is due within 4 days of auction close. Unpaid orders will be canceled and relisted.</p>",FixedPrice,GTC,5.00,,0,,,1,,"St. George, Utah",,,,,,1,,,ReturnsNotAccepted,,,,,Surcharge Over $20,Return Policy,eBay Managed Payments (250140748026),,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,DX2-B58-16-c21,261328,,Jose Altuve 2026 Topps Tribute #16,,,,,4000,,,,400011,Baseball,Jose Altuve,Topps,2026,,,2026 Topps Tribute,Houston Astros,Major League Baseball (MLB),No,Jose Altuve,16,Sports Trading Card,2026,,,Standard,,Card Stock,,No,,English,Original,,,,,,,https://raw.githubusercontent.com/twwhita-tech/dx2-img-a4f19c7e/main/b58/DX2-B58-16-c21-front.jpg|https://raw.githubusercontent.com/twwhita-tech/dx2-img-a4f19c7e/main/b58/DX2-B58-16-c21-back.jpg,,,"<p>The product is a 2026 Topps Tribute baseball trading card featuring Jose Altuve of the Houston Astros. This is a base card. With English language text and manufactured by Topps, this collectible piece is a must-have for fans and collectors alike.</p><p>Condition: Please review all scans and photos carefully before purchasing. We are not professional graders and encourage you to ask any questions prior to bidding. All sales are final.</p><p>Shipping: Cards under $20 that can be done so safely will be shipped via Ebay Standard Envelope. This service has longer delivery times (up to 3 weeks in some cases) and very limited tracking. Cards over $20 or cards that cannot be safely shipped via  ESE (Including, but not limited to: relic cards, lots, and other thick cards) will be sent in a bubble mailer or box for $6.50 (with new USPS fuel surcharge) with tracking included. Signature confirmation may be required on cards over $100 at our expense.</p><p>If you have any questions about shipping options, reach out before auction close or within 24 hours of your order and we&#x27;ll be happy to accommodate.</p><p>Payment: Payment is due within 4 days of auction close. Unpaid orders will be canceled and relisted.</p>",FixedPrice,GTC,5.00,,0,,,1,,"St. George, Utah",,,,,,1,,,ReturnsNotAccepted,,,,,Surcharge Over $20,Return Policy,eBay Managed Payments (250140748026),,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,DX2-B58-2-c22,261328,,Nolan Ryan 2026 Topps Tribute #2,,,,,4000,,,,400011,Baseball,Nolan Ryan,Topps,2026,,,2026 Topps Tribute,California Angels,Major League Baseball (MLB),No,Nolan Ryan,2,Sports Trading Card,2026,,,Standard,,Card Stock,,No,,English,Original,,,,,,,https://raw.githubusercontent.com/twwhita-tech/dx2-img-a4f19c7e/main/b58/DX2-B58-2-c22-front.jpg|https://raw.githubusercontent.com/twwhita-tech/dx2-img-a4f19c7e/main/b58/DX2-B58-2-c22-back.jpg,,,"<p>The product is a 2026 Topps Tribute baseball trading card featuring Nolan Ryan of the California Angels. This is a base card. With English language text and manufactured by Topps, this collectible piece is a must-have for fans and collectors alike.</p><p>Condition: Please review all scans and photos carefully before purchasing. We are not professional graders and encourage you to ask any questions prior to bidding. All sales are final.</p><p>Shipping: Cards under $20 that can be done so safely will be shipped via Ebay Standard Envelope. This service has longer delivery times (up to 3 weeks in some cases) and very limited tracking. Cards over $20 or cards that cannot be safely shipped via  ESE (Including, but not limited to: relic cards, lots, and other thick cards) will be sent in a bubble mailer or box for $6.50 (with new USPS fuel surcharge) with tracking included. Signature confirmation may be required on cards over $100 at our expense.</p><p>If you have any questions about shipping options, reach out before auction close or within 24 hours of your order and we&#x27;ll be happy to accommodate.</p><p>Payment: Payment is due within 4 days of auction close. Unpaid orders will be canceled and relisted.</p>",FixedPrice,GTC,15.15,,0,,,1,,"St. George, Utah",,,,,,1,,,ReturnsNotAccepted,,,,,Surcharge Over $20,Return Policy,eBay Managed Payments (250140748026),,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,DX2-B58-71-c23,261328,,Garrett Crochet 2026 Topps Tribute #71,,,,,4000,,,,400011,Baseball,Garrett Crochet,Topps,2026,,,2026 Topps Tribute,Boston Red Sox,Major League Baseball (MLB),No,Garrett Crochet,71,Sports Trading Card,2026,,,Standard,,Card Stock,,No,,English,Original,,,,,,,https://raw.githubusercontent.com/twwhita-tech/dx2-img-a4f19c7e/main/b58/DX2-B58-71-c23-front.jpg|https://raw.githubusercontent.com/twwhita-tech/dx2-img-a4f19c7e/main/b58/DX2-B58-71-c23-back.jpg,,,"<p>The product is a 2026 Topps Tribute baseball trading card featuring Garrett Crochet of the Boston Red Sox. This is a base card. With English language text and manufactured by Topps, this collectible piece is a must-have for fans and collectors alike.</p><p>Condition: Please review all scans and photos carefully before purchasing. We are not professional graders and encourage you to ask any questions prior to bidding. All sales are final.</p><p>Shipping: Cards under $20 that can be done so safely will be shipped via Ebay Standard Envelope. This service has longer delivery times (up to 3 weeks in some cases) and very limited tracking. Cards over $20 or cards that cannot be safely shipped via  ESE (Including, but not limited to: relic cards, lots, and other thick cards) will be sent in a bubble mailer or box for $6.50 (with new USPS fuel surcharge) with tracking included. Signature confirmation may be required on cards over $100 at our expense.</p><p>If you have any questions about shipping options, reach out before auction close or within 24 hours of your order and we&#x27;ll be happy to accommodate.</p><p>Payment: Payment is due within 4 days of auction close. Unpaid orders will be canceled and relisted.</p>",FixedPrice,GTC,5.25,,0,,,1,,"St. George, Utah",,,,,,1,,,ReturnsNotAccepted,,,,,Surcharge Over $20,Return Policy,eBay Managed Payments (250140748026),,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,DX2-B58-10-c24,261328,,Jose Ramirez 2026 Topps Tribute #10,,,,,4000,,,,400011,Baseball,Jose Ramirez,Topps,2026,,,2026 Topps Tribute,Cleveland Guardians,Major League Baseball (MLB),No,Jose Ramirez,10,Sports Trading Card,2026,,,Standard,,Card Stock,,No,,English,Original,,,,,,,https://raw.githubusercontent.com/twwhita-tech/dx2-img-a4f19c7e/main/b58/DX2-B58-10-c24-front.jpg|https://raw.githubusercontent.com/twwhita-tech/dx2-img-a4f19c7e/main/b58/DX2-B58-10-c24-back.jpg,,,"<p>The product is a 2026 Topps Tribute baseball trading card featuring Jose Ramirez of the Cleveland Guardians. This is a base card. With English language text and manufactured by Topps, this collectible piece is a must-have for fans and collectors alike.</p><p>Condition: Please review all scans and photos carefully before purchasing. We are not professional graders and encourage you to ask any questions prior to bidding. All sales are final.</p><p>Shipping: Cards under $20 that can be done so safely will be shipped via Ebay Standard Envelope. This service has longer delivery times (up to 3 weeks in some cases) and very limited tracking. Cards over $20 or cards that cannot be safely shipped via  ESE (Including, but not limited to: relic cards, lots, and other thick cards) will be sent in a bubble mailer or box for $6.50 (with new USPS fuel surcharge) with tracking included. Signature confirmation may be required on cards over $100 at our expense.</p><p>If you have any questions about shipping options, reach out before auction close or within 24 hours of your order and we&#x27;ll be happy to accommodate.</p><p>Payment: Payment is due within 4 days of auction close. Unpaid orders will be canceled and relisted.</p>",FixedPrice,GTC,5.00,,0,,,1,,"St. George, Utah",,,,,,1,,,ReturnsNotAccepted,,,,,Surcharge Over $20,Return Policy,eBay Managed Payments (250140748026),,,,,,,,,,,,,,,,,,,,,,,,,,,
Add,DX2-B58-15-c25,261328,,C.J. Kayfus 2026 Topps Tribute #15 RC,,,,,4000,,,,400011,Baseball,C.J. Kayfus,Topps,2026,,,2026 Topps Tribute,Cleveland Guardians,Major League Baseball (MLB),No,C.J. Kayfus,15,Sports Trading Card,2026,,,Standard,,Card Stock,,No,,English,Original,,,,,,,https://raw.githubusercontent.com/twwhita-tech/dx2-img-a4f19c7e/main/b58/DX2-B58-15-c25-front.jpg|https://raw.githubusercontent.com/twwhita-tech/dx2-img-a4f19c7e/main/b58/DX2-B58-15-c25-back.jpg,,,"<p>The product is a 2026 Topps Tribute baseball trading card featuring C.J. Kayfus of the Cleveland Guardians. This is a base card. With English language text and manufactured by Topps, this collectible piece is a must-have for fans and collectors alike.</p><p>Condition: Please review all scans and photos carefully before purchasing. We are not professional graders and encourage you to ask any questions prior to bidding. All sales are final.</p><p>Shipping: Cards under $20 that can be done so safely will be shipped via Ebay Standard Envelope. This service has longer delivery times (up to 3 weeks in some cases) and very limited tracking. Cards over $20 or cards that cannot be safely shipped via  ESE (Including, but not limited to: relic cards, lots, and other thick cards) will be sent in a bubble mailer or box for $6.50 (with new USPS fuel surcharge) with tracking included. Signature confirmation may be required on cards over $100 at our expense.</p><p>If you have any questions about shipping options, reach out before auction close or within 24 hours of your order and we&#x27;ll be happy to accommodate.</p><p>Payment: Payment is due within 4 days of auction close. Unpaid orders will be canceled and relisted.</p>",FixedPrice,GTC,5.00,,0,,,1,,"St. George, Utah",,,,,,1,,,ReturnsNotAccepted,,,,,Surcharge Over $20,Return Policy,eBay Managed Payments (250140748026),,,,,,,,,,,,,,,,,,,,,,,,,,,
